Ad_ID,Campaign_Name,Clicks,Impressions,"Cost,$",Leads,Conversions,Conversion Rate,"Sale_Amount,$",Ad_Date,Location,Device,Keyword,CPM,CTR,CPC,CPS,ROI%
A1021,Corse,171.0,4154.0,184.23,30.0,7.0,4.093567251461988,1803.0,2024-11-08,Rostow-am-Don,tablet,data analitics online,44.35002407318247,4.11651420317766,1.0773684210526315,26.318571428571428,878.6679693860934
A1022,Corse,122.0,5187.0,211.24,27.0,6.0,4.918032786885246,1322.0,2024-11-20,Rostow-am-Don,desktop,online data analytic,40.72488914594178,2.352033930981299,1.7314754098360656,35.20666666666667,525.8284415830335
A1023,Corse,188.0,5798.0,230.17,28.0,5.0,2.6595744680851063,1452.0,2024-11-30,Rostow-am-Don,tablet,data analytics course,39.698171783373574,3.2424974129010007,1.2243085106382978,46.034,530.8380762045444
A1025,Corse,88.0,3349.0,181.92,22.0,8.0,9.090909090909092,1456.0,2024-11-20,Rostow-am-Don,tablet,learn data analytics,54.320692744102715,2.627650044789489,2.067272727272727,22.74,700.3518029903255
A1026,Corse,119.0,5323.0,205.92,17.0,10.0,8.403361344537815,1656.0,2024-11-02,Rostow-am-Don,desktop,online data analytic,38.68495209468345,2.2355814390381363,1.7304201680672269,20.592,704.1958041958042
A1028,Corse,128.0,5469.0,188.49,16.0,3.0,2.34375,1783.0,2024-11-23,Rostow-am-Don,mobile,learn data analytics,34.46516730663741,2.340464435911501,1.472578125,62.830000000000005,845.9387765929227
A1029,Corse,86.0,3351.0,237.75,21.0,9.0,10.465116279069768,1975.0,2024-11-13,Rostow-am-Don,mobile,analytics for data,70.94897045658013,2.5663980901223518,2.76453488372093,26.416666666666668,730.7045215562565
A1030,Corse,188.0,4834.0,213.58,15.0,4.0,2.127659574468085,1590.0,2024-11-08,Rostow-am-Don,tablet,online data analytic,44.18287132809267,3.889118742242449,1.136063829787234,53.395,644.4517276898586
A1031,Corse,113.0,5065.0,212.37,11.0,5.0,4.424778761061947,1111.0,2024-11-22,Rostow-am-Don,desktop,online data analytic,41.928923988154,2.2309970384995066,1.8793805309734513,42.474000000000004,423.1435701841126
A1033,Corse,176.0,5509.0,234.59,19.0,7.0,3.977272727272727,1710.0,2024-11-03,Rostow-am-Don,tablet,data analytics course,42.583045924850246,3.1947721909602467,1.3328977272727274,33.51285714285714,628.9313269960356
A1035,Corse,104.0,5275.0,236.48,16.0,9.0,8.653846153846153,1824.0,2024-11-01,Rostow-am-Don,desktop,data anaytics training,44.830331753554496,1.9715639810426542,2.273846153846154,26.275555555555556,671.3125845737484
A1036,Corse,146.0,5939.0,242.9,11.0,8.0,5.47945205479452,1833.0,2024-11-07,Rostow-am-Don,desktop,data anaytics training,40.899141269574,2.458326317561879,1.6636986301369863,30.3625,654.6315356113627
A1038,Corse,90.0,5786.0,197.55,11.0,6.0,6.666666666666667,1704.0,2024-11-16,Rostow-am-Don,mobile,online data analytic,34.14275838230211,1.555478741790529,2.1950000000000003,32.925000000000004,762.5664388762339
A1039,Corse,171.0,4304.0,192.61,17.0,10.0,5.847953216374268,1427.0,2024-11-26,Rostow-am-Don,mobile,learn data analytics,44.75139405204461,3.9730483271375467,1.126374269005848,19.261000000000003,640.8753439592958
A1040,Corse,94.0,5549.0,231.23,25.0,9.0,9.574468085106384,1849.0,2024-11-12,Rostow-am-Don,mobile,data anaytics training,41.67057127410344,1.6939989187240945,2.4598936170212764,25.69222222222222,699.6367253384077
A1041,Corse,112.0,4271.0,196.07,27.0,6.0,5.357142857142857,1209.0,2024-11-14,Rostow-am-Don,desktop,data analitics online,45.9072816670569,2.62233668929993,1.7506249999999999,32.678333333333335,516.616514510124
A1042,Corse,113.0,4418.0,191.55,27.0,10.0,8.849557522123893,1634.0,2024-11-09,Rostow-am-Don,mobile,data analytics course,43.356722498868265,2.5577184246265277,1.695132743362832,19.155,753.0409814669799
A1043,Corse,145.0,3721.0,180.95,21.0,7.0,4.827586206896552,1960.0,2024-11-29,Rostow-am-Don,desktop,data analitics online,48.629400698736895,3.8968019349637193,1.2479310344827585,25.849999999999998,983.1721470019343
A1044,Corse,197.0,5783.0,204.46,23.0,6.0,3.045685279187817,1729.0,2024-11-01,Rostow-am-Don,tablet,data anaytics training,35.35535189348089,3.406536399792495,1.0378680203045685,34.07666666666667,745.6421793993934
A1045,Corse,109.0,4866.0,236.78,27.0,5.0,4.587155963302752,1585.0,2024-11-15,Rostow-am-Don,mobile,online data analytic,48.660090423345665,2.240032881216605,2.1722935779816512,47.356,569.3977531886139
A1046,Corse,188.0,5857.0,222.98,20.0,4.0,2.127659574468085,1303.0,2024-11-11,Rostow-am-Don,desktop,data anaytics training,38.070684650845145,3.2098343862045415,1.186063829787234,55.745,484.35734146560236
A1047,Corse,142.0,5103.0,234.1,24.0,3.0,2.112676056338028,1835.0,2024-11-08,Rostow-am-Don,mobile,analytics for data,45.87497550460513,2.782676856750931,1.6485915492957746,78.03333333333333,683.8530542503205
A1048,Corse,168.0,4653.0,240.84,27.0,9.0,5.357142857142857,1367.0,2024-11-24,Rostow-am-Don,mobile,online data analytic,51.76015473887814,3.610573823339781,1.4335714285714285,26.76,467.59674472678955
A1049,Corse,110.0,3524.0,248.86,19.0,10.0,9.090909090909092,1524.0,2024-11-21,Rostow-am-Don,mobile,learn data analytics,70.61861520998865,3.1214528944381383,2.2623636363636366,24.886000000000003,512.3925098448926
A1050,Corse,192.0,5938.0,182.84,26.0,5.0,2.604166666666667,1080.0,2024-11-12,Rostow-am-Don,mobile,analytics for data,30.791512293701583,3.2334119232064666,0.9522916666666666,36.568,490.6803762852767
A1051,Corse,101.0,3942.0,206.62,16.0,5.0,4.950495049504951,1746.0,2024-11-24,Rostow-am-Don,tablet,analytics for data,52.41501775748351,2.5621511922881783,2.045742574257426,41.324,745.02952279547
A1052,Corse,157.0,3315.0,189.56,15.0,10.0,6.369426751592357,1026.0,2024-11-25,Rostow-am-Don,mobile,online data analytic,57.18250377073907,4.73604826546003,1.2073885350318472,18.956,441.25342899345856
A1053,Corse,113.0,4945.0,187.66,15.0,10.0,8.849557522123893,1564.0,2024-11-26,Rostow-am-Don,tablet,learn data analytics,37.94944388270981,2.2851365015166833,1.66070796460177,18.766,733.4221464350421
A1054,Corse,96.0,3166.0,196.15,29.0,7.0,7.291666666666667,1902.0,2024-11-26,Rostow-am-Don,desktop,learn data analytics,61.95514845230575,3.0322173089071383,2.043229166666667,28.021428571428572,869.6660718837624
A1055,Corse,125.0,4223.0,183.68,15.0,6.0,4.8,1267.0,2024-11-05,Rostow-am-Don,desktop,data analitics online,43.49514563106796,2.9599810561212405,1.46944,30.613333333333333,589.7865853658536
A1056,Corse,104.0,4798.0,210.1,18.0,3.0,2.8846153846153846,1340.0,2024-11-21,Rostow-am-Don,desktop,analytics for data,43.789078782826174,2.1675698207586493,2.020192307692308,70.03333333333333,537.7915278438838
A1057,Corse,194.0,5655.0,208.58,13.0,6.0,3.0927835051546397,1692.0,2024-11-16,Rostow-am-Don,mobile,data anaytics training,36.8841732979664,3.430592396109638,1.0751546391752578,34.763333333333335,711.199539744942
A1058,Corse,144.0,5140.0,219.48,19.0,8.0,5.555555555555555,1054.0,2024-11-18,Rostow-am-Don,desktop,data analitics online,42.70038910505836,2.8015564202334633,1.5241666666666667,27.435,380.225988700565
A1060,Corse,166.0,5223.0,189.76,18.0,7.0,4.216867469879518,1219.0,2024-11-16,Rostow-am-Don,tablet,data analytics course,36.33161018571702,3.1782500478652116,1.1431325301204818,27.108571428571427,542.3903878583475
A1062,Corse,118.0,5016.0,204.31,19.0,9.0,7.627118644067797,1833.0,2024-11-08,Rostow-am-Don,desktop,analytics for data,40.73165869218501,2.3524720893141944,1.7314406779661018,22.70111111111111,797.1660711663649
A1063,Corse,185.0,3617.0,222.32,24.0,7.0,3.783783783783784,1963.0,2024-11-23,Rostow-am-Don,mobile,data analytics course,61.46530273707492,5.114735969035112,1.2017297297297298,31.759999999999998,782.9614969413458
A1064,Corse,116.0,3764.0,232.03,28.0,10.0,8.620689655172415,1348.0,2024-11-20,Rostow-am-Don,tablet,data analytics course,61.644527098831034,3.0818278427205104,2.0002586206896553,23.203,480.95935870361586
A1065,Corse,99.0,4489.0,183.73,15.0,6.0,6.0606060606060606,1264.0,2024-11-05,Rostow-am-Don,desktop,online data analytic,40.92893740253954,2.2053909556694142,1.8558585858585857,30.621666666666666,587.9660371196866
A1066,Corse,172.0,4441.0,221.18,14.0,8.0,4.651162790697675,1771.0,2024-11-27,Rostow-am-Don,mobile,analytics for data,49.80409817608647,3.8730015762215713,1.2859302325581397,27.6475,700.7053078940229
A1067,Corse,138.0,5751.0,199.11,26.0,9.0,6.521739130434782,1337.0,2024-11-10,Rostow-am-Don,desktop,data analitics online,34.62180490349505,2.3995826812728223,1.442826086956522,22.123333333333335,571.4881221435387
A1068,Corse,84.0,4036.0,234.22,23.0,10.0,11.904761904761903,1287.0,2024-11-04,Rostow-am-Don,desktop,learn data analytics,58.03270564915758,2.0812685827552033,2.788333333333333,23.422,449.48339168303306
A1069,Corse,124.0,4942.0,240.59,18.0,3.0,2.419354838709677,1922.0,2024-11-16,Rostow-am-Don,desktop,learn data analytics,48.68271954674221,2.5091056252529342,1.940241935483871,80.19666666666667,698.8694459453843
A1070,Corse,122.0,4989.0,215.48,12.0,5.0,4.098360655737705,1975.0,2024-11-06,Rostow-am-Don,mobile,data analitics online,43.19102024453798,2.4453798356384047,1.7662295081967212,43.096,816.5583812882867
A1071,Corse,180.0,3006.0,228.14,22.0,7.0,3.888888888888889,1556.0,2024-11-04,Rostow-am-Don,tablet,learn data analytics,75.89487691284099,5.9880239520958085,1.2674444444444444,32.59142857142857,582.0373454896118
A1073,Corse,164.0,3734.0,225.39,27.0,8.0,4.878048780487805,1728.0,2024-11-12,Rostow-am-Don,tablet,learn data analytics,60.36154258168184,4.392072844134976,1.3743292682926829,28.17375,666.6711034207375
A1074,Corse,150.0,4621.0,246.3,15.0,6.0,4.0,1554.0,2024-11-09,Rostow-am-Don,desktop,data analitics online,53.30015148236313,3.2460506383899586,1.6420000000000001,41.050000000000004,530.9378806333739
A1075,Corse,97.0,3212.0,212.55,27.0,10.0,10.309278350515465,1994.0,2024-11-23,Rostow-am-Don,desktop,analytics for data,66.17372353673724,3.019925280199253,2.191237113402062,21.255000000000003,838.1322041872501
A1076,Corse,128.0,4225.0,228.24,30.0,4.0,3.125,1618.0,2024-11-08,Rostow-am-Don,mobile,learn data analytics,54.02130177514793,3.029585798816568,1.783125,57.06,608.9029092183666
A1077,Corse,99.0,4779.0,233.78,26.0,10.0,10.1010101010101,1086.0,2024-11-05,Rostow-am-Don,desktop,online data analytic,48.91818372044361,2.0715630885122414,2.3614141414141416,23.378,364.5393104628283
A1078,Corse,86.0,5352.0,234.05,11.0,5.0,5.813953488372093,1364.0,2024-11-09,Rostow-am-Don,tablet,online data analytic,43.73131539611361,1.6068759342301941,2.721511627906977,46.81,482.78145695364236
A1079,Corse,118.0,5405.0,187.28,25.0,7.0,5.932203389830509,1836.0,2024-11-05,Rostow-am-Don,tablet,analytics for data,34.64939870490287,2.183163737280296,1.5871186440677967,26.754285714285714,880.35027765912
A1080,Corse,127.0,5430.0,199.13,14.0,6.0,4.724409448818897,1932.0,2024-11-25,Rostow-am-Don,mobile,analytics for data,36.67219152854512,2.3388581952117864,1.5679527559055118,33.18833333333333,870.2204589966353
A1081,Corse,83.0,4808.0,241.35,20.0,7.0,8.433734939759036,1038.0,2024-11-30,Rostow-am-Don,mobile,learn data analytics,50.197587354409315,1.7262895174708817,2.907831325301205,34.47857142857143,330.0807955251709
A1083,Corse,168.0,4683.0,215.28,30.0,8.0,4.761904761904762,1327.0,2024-11-28,Rostow-am-Don,mobile,data analitics online,45.970531710442025,3.587443946188341,1.2814285714285714,26.91,516.4065403195839
A1084,Corse,112.0,5814.0,227.38,11.0,8.0,7.142857142857142,1467.0,2024-11-03,Rostow-am-Don,tablet,analytics for data,39.10904712762297,1.9263845889232887,2.0301785714285714,28.4225,545.1754771747734
A1085,Corse,123.0,3292.0,233.2,28.0,6.0,4.878048780487805,1174.0,2024-11-19,Rostow-am-Don,desktop,data anaytics training,70.83839611178615,3.7363304981773995,1.8959349593495933,38.86666666666667,403.43053173241856
A1086,Corse,174.0,4305.0,206.02,20.0,3.0,1.7241379310344829,1057.0,2024-11-23,Rostow-am-Don,desktop,learn data analytics,47.85598141695703,4.041811846689895,1.1840229885057472,68.67333333333333,413.0569847587613
A1088,Corse,195.0,5935.0,209.68,23.0,9.0,4.615384615384616,1966.0,2024-11-07,Rostow-am-Don,tablet,online data analytic,35.329401853411966,3.285593934288121,1.0752820512820513,23.297777777777778,837.6192293017931
A1089,Corse,176.0,5847.0,241.04,13.0,6.0,3.4090909090909087,1194.0,2024-11-02,Rostow-am-Don,desktop,online data analytic,41.224559603215326,3.010090644775098,1.3695454545454544,40.17333333333333,395.35346830401596
A1090,Corse,141.0,4851.0,227.39,28.0,5.0,3.546099290780142,1821.0,2024-11-15,Rostow-am-Don,desktop,analytics for data,46.87487116058545,2.906617192331478,1.6126950354609928,45.477999999999994,700.8267733849335
A1091,Corse,108.0,4710.0,204.16,19.0,10.0,9.25925925925926,1731.0,2024-11-20,Rostow-am-Don,tablet,data analitics online,43.346072186836516,2.2929936305732483,1.8903703703703703,20.416,747.8644200626959
A1094,Corse,145.0,5004.0,216.45,22.0,5.0,3.4482758620689653,1496.0,2024-11-01,Rostow-am-Don,tablet,data analitics online,43.25539568345323,2.897681854516387,1.492758620689655,43.29,591.1526911526912
A1095,Corse,183.0,3947.0,197.3,15.0,8.0,4.371584699453552,1645.0,2024-11-14,Rostow-am-Don,desktop,data anaytics training,49.987332151000764,4.636432733721814,1.0781420765027323,24.6625,733.7557019766853
A1096,Corse,113.0,3690.0,229.42,20.0,5.0,4.424778761061947,1915.0,2024-11-28,Rostow-am-Don,tablet,learn data analytics,62.173441734417345,3.062330623306233,2.0302654867256638,45.884,734.7136256647198
A1097,Corse,101.0,5943.0,187.32,27.0,6.0,5.9405940594059405,1614.0,2024-11-15,Rostow-am-Don,tablet,data analitics online,31.519434628975265,1.6994783779236073,1.8546534653465345,31.22,761.6271620755927
A1098,Corse,189.0,5357.0,222.5,24.0,3.0,1.5873015873015872,1839.0,2024-11-25,Rostow-am-Don,tablet,data analytics course,41.53444091842449,3.5280940825088667,1.1772486772486772,74.16666666666667,726.5168539325842
A1099,Corse,154.0,3596.0,236.14,30.0,9.0,5.844155844155844,1036.0,2024-11-06,Rostow-am-Don,tablet,online data analytic,65.66740823136819,4.282536151279199,1.5333766233766233,26.237777777777776,338.72279156432626
A1100,Corse,179.0,5162.0,246.76,16.0,5.0,2.793296089385475,1052.0,2024-11-29,Rostow-am-Don,desktop,online data analytic,47.80317706315382,3.467648198372724,1.3785474860335194,49.352,326.3251742583887
A1101,Corse,148.0,3747.0,244.41,18.0,8.0,5.405405405405405,1092.0,2024-11-17,Rostow-am-Don,tablet,learn data analytics,65.22818254603682,3.9498265278889777,1.6514189189189188,30.55125,346.7902295323432
A1102,Corse,177.0,4822.0,197.03,26.0,9.0,5.084745762711865,1909.0,2024-11-04,Rostow-am-Don,mobile,online data analytic,40.8606387391124,3.670676068021568,1.1131638418079095,21.892222222222223,868.8879866010252
A1105,Corse,146.0,4765.0,230.22,23.0,5.0,3.4246575342465757,1944.0,2024-11-28,Rostow-am-Don,tablet,analytics for data,48.31479538300105,3.064008394543547,1.5768493150684932,46.044,744.4096950742768
A1107,Corse,159.0,5127.0,197.16,21.0,4.0,2.515723270440252,1867.0,2024-11-03,Rostow-am-Don,tablet,learn data analytics,38.455236980690465,3.10122878876536,1.24,49.29,846.9466423209576
A1108,Corse,144.0,5674.0,235.36,12.0,3.0,2.083333333333333,1505.0,2024-11-22,Rostow-am-Don,desktop,analytics for data,41.48043708142404,2.5378921395840677,1.6344444444444446,78.45333333333333,539.4459551325629
A1109,Corse,122.0,3793.0,237.22,19.0,8.0,6.557377049180328,1842.0,2024-11-20,Rostow-am-Don,tablet,online data analytic,62.54152385974162,3.216451357764303,1.9444262295081967,29.6525,676.494393390102
A1110,Corse,112.0,4315.0,235.33,28.0,9.0,8.035714285714286,1116.0,2024-11-08,Rostow-am-Don,mobile,data analytics course,54.537659327925844,2.5955967555040553,2.1011607142857143,26.14777777777778,374.2276802787575
A1111,Corse,174.0,4704.0,192.32,21.0,10.0,5.747126436781609,1501.0,2024-11-24,Rostow-am-Don,mobile,learn data analytics,40.8843537414966,3.6989795918367347,1.105287356321839,19.232,680.4700499168054
A1112,Corse,168.0,3349.0,235.6,23.0,9.0,5.357142857142857,1894.0,2024-11-09,Rostow-am-Don,mobile,online data analytic,70.34935801731861,5.016422812779934,1.4023809523809523,26.177777777777777,703.9049235993209
A1113,Corse,173.0,3501.0,223.9,28.0,10.0,5.780346820809249,1179.0,2024-11-25,Rostow-am-Don,mobile,data analytics course,63.95315624107398,4.9414453013424735,1.2942196531791907,22.39,426.5743635551585
A1115,Corse,140.0,5405.0,195.69,21.0,8.0,5.714285714285714,1094.0,2024-11-21,Rostow-am-Don,desktop,data anaytics training,36.205365402405185,2.590194264569843,1.3977857142857142,24.46125,459.04747304410034
A1116,Corse,93.0,3425.0,229.76,26.0,4.0,4.301075268817205,1344.0,2024-11-24,Rostow-am-Don,mobile,online data analytic,67.08321167883211,2.7153284671532845,2.470537634408602,57.44,484.95821727019506
A1117,Corse,114.0,5263.0,189.13,23.0,5.0,4.385964912280701,1434.0,2024-11-05,Rostow-am-Don,mobile,data analytics course,35.9357780733422,2.166064981949458,1.6590350877192983,37.826,658.2086395600909
A1119,Corse,188.0,3327.0,193.76,24.0,6.0,3.191489361702128,1220.0,2024-11-03,Rostow-am-Don,tablet,online data analytic,58.238653441538915,5.650736399158401,1.0306382978723403,32.29333333333333,529.644921552436
A1121,Corse,113.0,5471.0,215.57,27.0,9.0,7.964601769911504,1123.0,2024-11-23,Rostow-am-Don,mobile,analytics for data,39.40230305245842,2.065435934929629,1.9076991150442477,23.952222222222222,420.94447279306036
A1122,Corse,109.0,3550.0,240.33,14.0,8.0,7.339449541284404,1982.0,2024-11-24,Rostow-am-Don,tablet,learn data analytics,67.69859154929578,3.070422535211268,2.204862385321101,30.04125,724.6993716972496
A1123,Corse,174.0,3178.0,225.67,18.0,10.0,5.747126436781609,1140.0,2024-11-20,Rostow-am-Don,desktop,data analitics online,71.01006922592826,5.475141598489616,1.2969540229885057,22.567,405.16240528204906
A1124,Corse,96.0,4673.0,192.88,24.0,5.0,5.208333333333334,1962.0,2024-11-10,Rostow-am-Don,mobile,learn data analytics,41.275411940937296,2.0543548041943076,2.0091666666666668,38.576,917.212774782248
A1125,Corse,110.0,4254.0,187.87,11.0,4.0,3.636363636363636,1172.0,2024-11-04,Rostow-am-Don,mobile,data anaytics training,44.163140573577806,2.5858015984955336,1.707909090909091,46.9675,523.8356310214509
A1126,Corse,163.0,3658.0,237.63,23.0,7.0,4.294478527607362,1699.0,2024-11-23,Rostow-am-Don,tablet,online data analytic,64.96172772006561,4.455986878075451,1.4578527607361962,33.94714285714286,614.9770651853721
A1127,Corse,161.0,5319.0,235.98,13.0,4.0,2.484472049689441,1423.0,2024-11-18,Rostow-am-Don,mobile,learn data analytics,44.36548223350253,3.0268847527730776,1.4657142857142857,58.995,503.01720484786847
A1128,Corse,195.0,5278.0,193.49,30.0,7.0,3.589743589743589,1456.0,2024-11-04,Rostow-am-Don,mobile,data analytics course,36.65971959075408,3.6945812807881775,0.9922564102564103,27.641428571428573,652.4936689234585
A1129,Corse,84.0,3755.0,218.88,14.0,9.0,10.714285714285714,1299.0,2024-11-05,Rostow-am-Don,tablet,analytics for data,58.29027962716378,2.237017310252996,2.605714285714286,24.32,493.47587719298247
A1130,Corse,113.0,4580.0,194.82,11.0,6.0,5.3097345132743365,1248.0,2024-11-28,Rostow-am-Don,tablet,data analytics course,42.53711790393013,2.467248908296943,1.724070796460177,32.47,540.5913150600555
A1131,Corse,117.0,3809.0,225.14,12.0,5.0,4.273504273504273,1495.0,2024-11-09,Rostow-am-Don,desktop,data anaytics training,59.107377264373845,3.0716723549488054,1.9242735042735042,45.028,564.0312694323533
A1132,Corse,135.0,5118.0,219.99,27.0,6.0,4.444444444444445,1089.0,2024-11-20,Rostow-am-Don,mobile,online data analytic,42.98358733880423,2.637749120750293,1.6295555555555556,36.665,395.0225010227737
A1133,Corse,92.0,5766.0,186.14,28.0,7.0,7.608695652173914,1013.0,2024-11-27,Rostow-am-Don,tablet,data anaytics training,32.282344779743326,1.5955601803676727,2.0232608695652172,26.59142857142857,444.2140324486946
A1135,Corse,101.0,4724.0,228.38,13.0,7.0,6.930693069306932,1243.0,2024-11-20,Rostow-am-Don,desktop,learn data analytics,48.34462320067739,2.1380186282811176,2.261188118811881,32.62571428571429,444.2683247219547
A1136,Corse,111.0,5895.0,205.25,29.0,4.0,3.603603603603604,1693.0,2024-11-04,Rostow-am-Don,mobile,data analytics course,34.817642069550466,1.88295165394402,1.8490990990990992,51.3125,724.8477466504263
A1138,Corse,99.0,3169.0,237.68,21.0,6.0,6.0606060606060606,1509.0,2024-11-22,Rostow-am-Don,mobile,online data analytic,75.00157778479016,3.1240138845061534,2.4008080808080807,39.61333333333334,534.8872433524066
A1139,Corse,154.0,4535.0,229.29,11.0,3.0,1.948051948051948,1434.0,2024-11-01,Rostow-am-Don,tablet,data anaytics training,50.560088202866595,3.395810363836824,1.488896103896104,76.42999999999999,525.4088708622269
A1140,Corse,129.0,3849.0,249.29,22.0,10.0,7.751937984496124,1767.0,2024-11-11,Rostow-am-Don,desktop,analytics for data,64.7674720706677,3.3515198752922837,1.9324806201550386,24.929,608.8130290023668
A1144,Corse,134.0,3724.0,188.02,26.0,9.0,6.7164179104477615,1891.0,2024-11-07,Rostow-am-Don,desktop,online data analytic,50.488721804511286,3.5982814178302904,1.403134328358209,20.891111111111112,905.7440697798107
A1145,Corse,174.0,4838.0,242.35,21.0,3.0,1.7241379310344829,1599.0,2024-11-22,Rostow-am-Don,desktop,data analitics online,50.09301364200083,3.596527490698636,1.392816091954023,80.78333333333333,559.7895605529194
A1146,Corse,196.0,4524.0,192.01,15.0,8.0,4.081632653061225,1048.0,2024-11-13,Rostow-am-Don,desktop,data analytics course,42.44252873563218,4.332449160035367,0.9796428571428571,24.00125,445.8049059944795
A1147,Corse,194.0,4694.0,228.15,17.0,7.0,3.608247422680412,1874.0,2024-11-14,Rostow-am-Don,tablet,learn data analytics,48.6046016190882,4.132935662547934,1.1760309278350516,32.59285714285714,721.3894367740521
A1149,Corse,100.0,4235.0,222.61,10.0,8.0,8.0,1814.0,2024-11-01,Rostow-am-Don,desktop,data anaytics training,52.56434474616293,2.3612750885478158,2.2261,27.82625,714.878037823997
A1150,Corse,153.0,4367.0,184.51,29.0,9.0,5.88235294117647,1507.0,2024-11-13,Rostow-am-Don,mobile,analytics for data,42.25097320815205,3.503549347378063,1.2059477124183007,20.50111111111111,716.757899300851
A1151,Corse,110.0,3748.0,198.68,24.0,9.0,8.181818181818182,1041.0,2024-11-05,Rostow-am-Don,tablet,data anaytics training,53.009605122732125,2.934898612593383,1.8061818181818183,22.075555555555557,423.9581236158647
A1153,Corse,156.0,3335.0,236.98,29.0,7.0,4.487179487179487,1143.0,2024-11-14,Rostow-am-Don,desktop,data analytics course,71.05847076461768,4.677661169415293,1.519102564102564,33.854285714285716,382.31918305342225
A1154,Corse,177.0,5671.0,210.74,19.0,6.0,3.389830508474576,1172.0,2024-11-25,Rostow-am-Don,tablet,data analytics course,37.16099453359196,3.1211426556162936,1.1906214689265537,35.123333333333335,456.1355224447186
